Date,AAPL.O,AXP.N,BA.N,CAT.N,CSCO.O,CVX.N,DIS.N,GS.N,HD.N,IBM.N,INTC.O,JNJ.N,JPM.N,KO.N,MCD.N,MMM.N,MRK.N,MSFT.O,NKE.N,PFE.N,PG.N,TRV.N,UNH.N,UTX.N,V.N,VZ.N,WBA.O,WMT.N,XOM.N
2018/9/13,221.7567,106.3359,343.8117,139.6525,45.3005,109.399,108.4923,222.8154,202.6842,138.8951,43.9662,135.1938,108.6201,44.0739,157.6011,199.0615,68.0077,110.4845,82.3508,40.585,79.9812,125.1488,260.2433,131.1482,146.2141,51.5962,67.3696,92.7258,76.6685
2018/9/14,219.2395,107.2167,348.0095,139.0384,45.4539,110.4149,107.11,223.7034,202.3165,138.3169,43.9373,134.8072,108.601,44.2278,156.0872,197.9474,67.65,110.9346,82.3706,40.6892,80.1345,126.2951,260.0668,133.3546,146.4221,51.2299,67.1784,92.2091,77.2273
2018/9/17,213.402,106.8644,344.2953,140.305,45.1758,110.5372,107.208,222.386,201.6681,137.9533,43.8215,135.2614,108.9263,44.5451,153.467,199.5186,68.0753,109.731,82.1436,40.7366,80.7479,126.1785,258.6553,133.3159,144.778,51.3708,67.3409,92.4334,77.6836
2018/9/18,213.7546,107.295,351.6656,143.0398,45.5114,111.1204,107.3747,223.3619,204.2035,138.5314,44.4776,135.822,109.3665,44.1701,153.1079,201.423,68.0753,110.778,84.1168,41.2102,80.5083,127.6162,258.0868,135.0772,146.2141,51.0797,67.7519,93.028,77.8885
2018/9/19,213.8819,107.7451,353.2519,146.5805,45.3388,112.4185,107.6296,229.8903,204.8421,138.9976,44.5258,135.7447,112.5432,44.1989,154.4762,202.9371,67.65,109.3004,83.298,40.9734,80.5083,128.7139,260.0864,135.9675,146.0061,50.2439,68.1343,92.8428,78.8199
2018/9/20,215.5078,108.7335,355.4185,149.6894,45.7703,112.3339,109.4236,231.6663,204.2422,140.9466,45.5389,137.2136,113.5096,44.8529,156.0386,204.9843,68.4233,111.1303,84.2254,41.4375,81.8118,130.3168,261.1255,137.274,147.8086,50.6665,69.6732,93.3399,78.9968
2018/9/21,213.1865,108.528,360.0322,150.054,46.5663,113.9424,108.2276,229.6561,205.5292,141.1331,45.0179,138.0834,112.7633,44.7952,160.4154,205.9937,68.7327,111.8055,84.4029,41.7311,82.2526,130.5985,261.4,137.4966,148.6109,51.1079,69.7783,93.4862,79.3228
2018/9/25,217.6234,107.5201,355.196,147.8567,46.48,116.0495,111.394,226.8847,200.7585,138.8578,44.2943,133.9858,111.3663,43.9297,161.4926,200.5756,68.2977,111.9914,83.6531,41.4754,79.6649,127.5385,258.3024,135.203,148.1454,49.8212,69.0232,92.7063,80.5615
2018/9/26,215.8898,105.6998,353.0681,146.9739,46.4224,114.7137,112.9429,223.3521,200.8165,141.3755,44.0917,133.5219,110.0554,44.0931,160.8618,200.985,67.9883,111.5315,82.5777,41.3712,79.7991,125.7997,257.7143,135.0579,147.8383,49.9058,69.7401,92.2091,79.8909
2018/9/27,220.3267,105.5433,355.3508,146.3022,46.3457,115.2029,113.7566,222.2396,200.1585,141.2729,44.2653,133.5799,109.577,44.247,161.609,200.0709,68.3653,111.9522,83.4065,41.5795,79.4157,125.4305,259.4199,135.174,148.5812,50.3284,70.5526,91.7607,79.8816
2018/9/28,221.1004,104.2123,359.713,146.3214,46.6526,115.0242,114.6389,218.8242,200.4585,141.0025,45.6257,133.5315,107.9695,44.4201,162.3466,200.6422,68.578,111.9131,83.5841,41.7406,79.7703,126.0037,260.7824,135.2998,148.6505,50.1405,69.6828,91.5463,79.1831
2018/10/8,219.1709,105.0795,373.1285,147.1466,45.8771,117.4323,113.737,219.9074,192.0008,138.3729,45.3748,134.7106,111.1152,44.699,162.8124,204.1273,69.0807,108.4687,79.1543,42.8866,78.9748,127.8979,263.6937,135.0869,140.5291,51.6713,70.8776,92.3066,80.2169
2018/10/9,222.2072,104.7554,372.8093,143.414,45.8481,119.2948,114.5899,217.5263,189.4267,137.3005,44.9117,134.527,110.3443,44.6124,164.8115,200.3661,69.9314,109.8484,79.3417,43.0666,78.7831,127.8299,264.772,131.4966,140.9451,52.2149,70.3136,94.6365,80.5708
2018/10/10,211.9132,101.7206,355.4282,137.9062,44.0524,115.3252,110.6392,209.7,187.4429,133.0577,43.2233,133.1063,107.4055,43.9297,163.3947,192.4912,68.1043,103.8795,73.9352,42.1573,78.0547,124.5077,257.8809,126.8901,134.2202,51.5883,69.1188,93.3497,78.7174
2018/10/11,210.0425,99.7661,346.3749,135.2674,42.5946,111.4026,108.9628,207.8264,183.6109,129.6354,42.6734,129.3469,104.1873,42.9295,158.1542,187.3302,66.0936,103.6348,73.511,40.5472,75.5915,120.758,252.0387,125.1966,132.4474,50.6387,67.771,91.556,75.9979
2018/10/12,217.545,101.1608,348.3093,136.3229,44.1296,110.7818,110.3941,208.7046,186.2527,131.3419,43.3005,129.3759,103.0504,42.968,158.9791,188.7585,67.4856,107.2162,74.8922,41.4659,75.7736,120.1168,254.4795,125.4482,138.7167,51.0185,70.2563,92.4236,75.793
2018/10/15,212.8927,100.7876,347.1196,136.0638,43.1256,110.001,111.2078,210.022,184.9947,131.603,42.9628,129.4532,102.4626,43.1892,158.8335,189.4346,67.1473,105.2885,73.9845,40.8408,76.7992,119.8642,255.1068,126.1256,135.9138,50.8951,71.4224,91.4585,75.2714
2018/10/16,217.5842,102.4081,356.1826,137.8966,44.2358,110.5372,113.9036,216.3455,187.3268,135.3236,44.3232,131.9756,104.6595,43.7469,159.2217,192.6626,68.8487,108.6155,76.4411,41.608,77.6426,121.1854,267.1834,128.2353,140.3806,50.99,72.9136,93.3984,75.6254
2018/10/17,216.644,102.4768,353.5227,135.6224,44.3517,110.3303,114.8251,222.7666,179.1885,125.0009,44.275,134.7782,105.8253,44.1028,161.8419,193.234,69.4287,108.3317,75.4546,42.2141,78.4573,122.8271,262.0175,125.874,141.0838,51.2369,73.5827,94.1296,75.9048
2018/10/18,211.5802,101.0036,347.5742,130.3066,43.8883,110.4996,113.8938,219.517,174.6113,121.7372,43.3873,134.8169,104.1488,43.8623,161.8808,190.8058,69.8057,106.1692,74.5864,41.6743,77.5841,121.5642,261.5372,124.7805,137.9541,51.8921,73.2004,93.7494,76.2307
2018/10/19,214.8026,104.8242,344.5855,126.8109,43.7724,111.1298,116.5603,221.4785,174.0403,120.3851,42.4515,134.382,103.9753,44.5547,162.5407,190.3011,69.9411,106.3258,73.215,42.1478,84.4105,122.4677,260.057,124.5288,138.7365,52.1295,73.9364,94.7047,76.3425
2018/10/22,216.115,102.6438,344.3147,124.2905,44.1779,110.255,115.9427,216.2479,172.9759,121.243,43.4259,134.0244,102.4819,44.2085,161.7061,191.739,70.1537,107.2749,73.8957,42.0247,83.7336,120.5248,257.0085,122.3224,139.2911,52.2055,74.2231,94.695,75.5788
2018/10/23,218.1523,102.5161,338.579,114.8946,43.8497,106.6711,115.531,213.2814,172.763,122.3526,42.9339,134.266,101.4123,44.5836,171.9152,183.3499,69.6994,105.7778,72.3665,41.769,84.2751,120.2625,259.6257,125.8256,137.7857,54.3229,73.8503,95.3383,74.3587
2018/10/24,210.6693,100.0215,343.0283,108.4826,42.5463,103.6704,109.4138,204.1279,171.2534,118.6226,40.9271,132.855,99.5238,44.9394,172.1093,175.7226,68.1913,100.122,71.153,40.2346,86.499,118.0865,251.2545,118.1321,132.9723,54.5223,70.9254,95.1044,72.2911
2018/10/25,215.2825,101.7501,351.8494,111.6596,43.8979,104.9591,111.9136,208.8413,173.2855,117.9139,42.7506,133.8215,101.0366,44.7278,170.1296,176.1511,67.6306,105.9735,72.1199,41.1154,86.0542,117.7757,259.018,120.3869,139.1723,53.5823,72.3974,96.6836,72.9338
2018/10/26,211.8545,99.442,347.4969,111.0995,42.7201,104.912,110.9627,207.2311,166.6665,116.366,44.082,132.3718,99.6491,44.1605,168.2178,176.113,68.056,104.6623,71.1037,40.3483,84.9519,117.8242,253.0777,119.2547,136.4189,52.7087,72.8658,96.4497,72.2073
2018/10/29,207.8779,99.3831,324.5929,110.0663,42.3243,102.4663,110.8156,209.3097,167.6052,111.5637,43.8022,132.9324,101.0269,44.6798,168.111,176.9129,69.071,101.6191,71.2221,40.945,85.3193,118.8248,251.4505,117.1837,133.0416,53.6298,73.4298,97.288,71.7603
2018/10/30,208.9161,100.2572,338.4436,113.4268,43.0387,104.2724,112.5018,213.984,170.547,107.6099,46.0792,136.0249,102.8095,45.8049,173.2156,180.7408,70.4438,101.5017,73.511,40.6229,86.2379,122.2734,253.1758,118.6643,131.4867,55.244,75.3224,99.8421,73.3715
2018/10/31,214.3618,100.8956,343.2314,117.1542,44.1683,105.0249,112.5704,219.9269,170.1986,107.6379,45.2301,135.2904,105.0449,46.0454,171.6726,181.1693,71.1591,104.5155,74.0339,40.7839,85.7448,121.5545,256.1851,120.203,136.5279,54.209,76.2496,97.7559,74.2097
2018/11/1,217.6528,102.1822,351.1723,120.4182,44.0717,104.5734,113.8154,221.4882,174.6306,108.9433,46.523,136.0926,105.0063,45.9107,169.7123,183.0357,70.6854,103.6446,75.7604,41.3617,86.6247,121.6225,255.7734,123.4643,139.4793,53.2215,76.3738,98.0484,75.1317
2018/11/2,203.2157,101.8581,346.0267,121.4707,43.9076,107.9222,112.9135,224.1426,174.1178,107.8617,45.452,135.9573,104.4282,46.1608,171.527,183.5975,69.8637,103.8795,75.5532,40.6608,86.8374,121.3311,255.8518,123.3192,138.4394,53.7722,75.8003,98.7892,76.3239
2018/11/5,197.4468,103.3313,350.1181,122.0695,44.5448,111.8823,113.1782,223.196,176.3048,111.9553,46.2818,137.4262,105.1123,46.8243,175.0595,184.0165,70.6854,105.2005,76.4905,41.2196,88.1814,122.9145,255.8518,123.145,138.4592,54.3229,76.4407,100.3197,76.0351
2018/11/6,199.582,103.1054,354.4609,124.8892,44.8923,111.8447,114.4134,222.6885,176.1306,114.8087,45.874,137.7838,105.6037,47.2282,177.3109,185.9685,70.8691,105.4059,75.5433,40.7366,88.4811,124.9254,258.3318,123.8127,139.4397,54.3229,77.0429,100.7292,76.3611
2018/11/7,205.635,105.3938,359.8291,130.4611,46.2439,113.6978,114.7467,225.6942,181.1819,116.4126,47.3012,139.8906,107.4152,47.4783,178.8054,191.6723,72.5802,109.5549,76.9246,42.0531,88.2684,126.5574,269.2027,126.3385,143.3914,54.7407,78.2951,101.6942,77.3297
2018/11/8,204.9175,106.5626,360.276,126.8785,46.7652,112.2774,113.7174,226.0552,181.9271,116.5165,47.5633,140.4222,108.2824,47.4398,179.9991,194.3195,72.9669,109.3494,76.7371,41.8527,88.3361,127.2471,271.1827,127.103,143.8371,55.3294,79.2273,102.2401,76.1003
2018/11/9,200.9664,106.3465,358.8865,122.5523,45.4812,112.4185,115.678,217.2726,179.982,116.6676,46.7089,140.4608,107.2321,47.7764,180.4455,191.4914,72.3675,107.2162,75.3362,42.2631,89.3513,127.2859,271.0847,126.4934,142.5496,55.5098,79.1793,102.903,76.0815
2018/11/12,190.8429,104.5885,346.9249,120.7079,44.0427,110.4243,114.4036,201.0735,173.6339,114.1745,45.2915,140.7314,104.9774,47.9591,178.9219,187.6254,72.2032,104.5742,74.0931,42.1008,89.6317,123.4099,266.9971,124.1611,138.3799,55.7567,78.6219,101.2556,75.1031
2018/11/13,188.9361,105.934,339.6177,121.6349,43.56,108.5054,114.5507,200.0977,173.2178,114.1178,46.0099,139.823,105.5941,47.9495,178.5725,188.8918,72.1258,104.6427,74.1917,41.5377,90.3762,123.1865,263.8996,124.9547,138.3799,55.6997,78.7276,100.349,73.3815
2018/11/14,183.5991,105.8456,334.9633,120.8044,42.7973,108.8534,114.8153,197.5995,174.0887,113.5134,45.7186,139.4074,103.4165,47.8533,178.4172,188.5966,71.6231,103.1588,74.1917,40.9555,90.3956,119.5242,259.7238,124.7321,138.1521,55.9656,78.3432,98.9745,72.8076
2018/11/15,188.1301,107.6429,331.9025,124.9761,45.153,111.0856,114.8055,198.8193,171.6308,114.6844,46.7089,139.649,106.0566,47.8341,178.1358,195.1193,72.3482,105.4289,73.3334,41.2418,90.7243,122.0014,259.7041,126.265,140.7318,56.0985,79.0832,97.0346,73.5602
2018/11/16,190.2138,107.5054,326.4415,125.4976,44.7475,113.0898,113.9036,197.2384,171.3018,114.8072,47.408,141.089,105.9795,48.2476,182.0467,199.0139,73.5275,106.4215,73.7379,41.5282,90.7147,125.0905,265.7522,126.6543,139.0848,57.1715,79.3042,95.2311,74.2846
2018/11/19,182.6752,106.317,311.8564,121.6542,44.1683,113.4317,113.1488,193.4326,167.9826,113.6173,46.6021,142.7706,106.7889,48.5746,181.2024,195.7573,73.8079,102.8148,71.5476,42.1676,90.2022,126.7905,260.7922,124.4352,133.7071,57.5608,78.7276,94.344,74.5292
2018/11/20,173.9474,104.1956,308.7081,118.0716,42.9518,110.2782,109.6687,186.7188,163.5892,110.6803,46.0099,141.5336,104.4957,47.4879,178.2814,190.9296,72.2902,99.955,70.1664,41.5473,89.0516,124.7019,256.3321,122.6346,132.328,56.4594,76.6806,91.79,72.4125
2018/11/21,173.7508,104.5983,308.3388,119.6167,43.338,111.6745,110.8058,187.9483,163.8311,111.9741,45.6604,137.2233,103.7152,46.8628,177.3206,190.4886,72.2998,101.3309,71.3997,41.1368,88.3844,124.1094,255.4009,122.3524,133.3698,56.1745,76.6518,91.7997,72.9675
2018/11/22,173.7508,104.5983,308.3388,119.6167,43.338,111.6745,110.8058,187.9483,163.8311,111.9741,45.6604,137.2233,103.7152,46.8628,177.3206,190.4886,72.2998,101.3309,71.3997,41.1368,88.3844,124.1094,255.4009,122.3524,133.3698,56.1745,76.6518,91.7997,72.9675
2018/11/23,169.3378,103.8519,303.4803,118.1199,43.0001,107.9036,109.8745,184.5329,163.3957,110.6709,45.1847,137.4552,102.7613,47.1417,176.554,188.6766,72.1838,101.2915,70.5315,41.175,88.5101,122.9825,256.4498,125.5934,131.8319,55.6808,77.6609,92.7063,71.0201
2018/11/26,171.6278,107.7215,307.406,120.5147,43.9945,109.2144,110.3353,189.6463,164.3343,112.909,46.0682,137.4941,105.2761,46.9974,178.456,191.6103,72.9282,104.6329,71.7351,41.3659,88.8969,126.6157,260.9,124.5618,134.8779,56.184,78.5162,92.755,72.4219
2018/11/27,171.2544,108.1438,309.0287,120.3216,44.5255,109.4328,111.6587,188.973,167.6245,113.3529,46.6701,139.2934,105.7193,47.4783,179.1742,192.406,73.7982,105.2913,71.1234,42.0627,89.6511,125.9065,265.7914,119.4033,134.8482,57.5893,80.2652,92.6478,72.4877
2018/11/28,177.8396,110.8742,324.0609,126.2797,45.655,112.2159,113.8154,193.5595,172.7256,116.1577,47.4371,142.4251,106.8949,47.8052,182.299,195.9053,74.6586,109.2026,73.659,42.8548,89.9315,126.9654,275.3978,119.452,140.2754,57.0291,81.3416,95.0069,73.8048
2018/11/29,176.4734,109.3224,332.8645,125.7583,45.7033,112.8903,114.3154,190.9141,171.0025,114.7222,46.3109,141.8513,106.047,47.4757,183.6674,196.1163,75.3159,108.2887,73.3432,43.4371,89.7478,126.8974,276.9661,117.9628,138.0132,56.4499,81.5434,94.8412,74.3787
2018/11/30,175.52,110.2652,336.9456,131.0115,46.215,112.9758,113.2174,186.8381,175.539,117.357,47.874,142.8725,107.1358,48.8521,184.0677,199.3376,76.6983,108.9766,74.3328,44.1243,91.3818,126.6448,276.6809,118.5857,140.6028,57.257,81.3704,95.1921,74.7926
2018/12/3,181.6531,110.3536,349.772,134.1789,47.0549,114.619,113.4625,187.7591,176.9213,118.3392,48.6701,142.2015,108.1475,48.1639,181.0017,200.1429,76.5823,110.1559,77.1232,43.8952,90.2312,126.3922,281.5683,120.2987,143.8671,55.225,82.3507,96.2644,76.4108
2018/12/4,173.6624,105.7179,332.8062,124.8795,45.7129,111.361,110.649,180.587,170.6521,114.8355,46.3594,142.0264,103.3201,48.0572,180.6795,193.8537,75.606,106.6475,74.9957,43.0839,90.2215,123.0699,273.9177,117.6417,137.5568,55.1585,79.5925,93.3984,74.7268
2018/12/5,173.6624,105.7179,332.8062,124.8795,45.7129,111.361,110.649,180.587,170.6521,114.8355,46.3594,142.0264,103.3201,48.0572,180.6795,193.8537,75.606,106.6475,74.9957,43.0839,90.2215,123.0699,273.9177,117.6417,137.5568,55.1585,79.5925,93.3984,74.7268
2018/12/6,171.7261,106.317,322.5062,123.9622,46.717,110.0977,112.0802,180.3714,171.2946,117.017,46.9614,141.9097,101.3545,47.8634,181.0798,194.3139,75.7606,107.3059,74.7484,42.9312,90.4536,121.8265,272.2459,118.2062,139.948,55.149,79.7078,92.8888,73.7484
2018/12/7,165.6029,104.7751,314.0718,119.3077,44.8344,109.6988,110.628,176.0407,168.2086,112.7013,44.8934,141.4428,99.5238,47.5823,178.6485,190.0571,74.1656,103.0113,72.5714,41.9195,89.39,120.7709,264.7035,116.2596,136.0388,54.7692,78.026,91.3401,73.0428
2018/12/10,166.6939,103.901,317.1132,119.1532,45.2399,109.1764,110.5094,175.2177,167.1378,114.3917,45.8352,141.2775,97.6642,47.7277,180.2987,190.1338,74.8423,105.7336,71.7501,42.3776,89.9508,120.2235,262.0976,116.2207,136.8028,55.3294,77.9972,92.0752,72.0079
2018/12/11,165.7405,103.5179,312.9155,119.0083,45.4619,109.6798,110.6181,173.2287,167.644,114.165,46.0002,142.4835,96.7103,48.0185,179.2636,189.3093,74.5426,106.7163,72.799,42.0054,90.8017,118.2394,262.7761,115.7535,135.7411,55.8802,78.6219,91.987,72.1396
2018/12/12,166.2024,105.5608,317.4436,121.0652,45.7805,109.8223,110.8552,173.1307,169.591,114.42,46.4371,143.0671,97.3366,47.7083,179.1562,191.5623,75.4126,107.1978,73.5412,42.1486,90.9177,119.2559,266.1392,116.464,136.7234,54.3609,79.2273,91.2617,71.5187
2018/12/13,168.0207,104.7947,316.2582,121.577,45.8288,110.1262,112.021,172.3665,169.26,114.0139,46.8837,143.7868,97.4329,47.9506,182.0367,193.7866,76.3793,107.5615,72.1657,42.5399,93.2963,118.7574,267.6241,116.0649,136.4654,54.209,79.112,91.1147,72.4219
2018/12/14,162.6445,103.8126,309.7284,122.4171,44.2358,108.122,110.8453,169.2801,167.7219,113.2301,46.4662,129.3536,96.6332,47.8246,178.9707,188.0055,74.4518,104.2005,71.7699,41.805,93.4413,117.8289,260.6127,115.6269,134.0346,54.1995,75.6715,90.0267,71.1048
2018/12/17,161.1309,99.3733,307.1825,120.1961,42.6718,106.8112,109.2844,164.6163,163.5164,109.6415,45.7089,125.5994,95.3999,46.8456,176.5296,184.8609,73.235,101.1147,69.1675,41.1464,89.6994,117.2228,253.7783,112.2302,130.3734,53.1265,73.2497,88.9682,69.6559
2018/12/18,163.2244,99.2161,318.7748,120.0029,42.5367,104.2371,108.1285,168.0358,165.5315,110.1609,46.3497,126.8444,94.947,46.8359,175.4751,186.529,72.3588,102.176,70.4044,40.4687,89.4287,116.6071,248.7631,112.6876,131.6236,52.8416,72.5386,89.272,67.7367
2018/12/19,158.1331,97.0063,310.5057,118.1295,41.6485,102.4229,107.9013,165.8312,163.1173,109.9531,44.2429,124.1114,93.7426,46.4288,174.938,182.1189,71.8137,101.9008,68.2472,40.0583,88.7228,116.4702,246.1473,110.7605,130.2345,53.041,70.4339,88.7525,66.589
2018/12/20,154.1427,94.0599,304.1897,117.3763,41.021,99.7158,105.7081,165.0082,159.8074,106.7328,44.2138,124.7533,92.9332,46.0799,169.5872,179.6454,71.5411,99.7585,66.8223,40.0392,87.9687,114.6718,238.4082,106.6921,127.754,52.2909,66.8973,85.5474,64.5663
2018/12/21,148.1472,89.6992,295.9303,115.9472,40.4031,98.9844,102.9617,156.817,156.225,104.7685,43.5342,124.5782,90.7363,46.109,170.0461,176.1652,70.9668,96.5351,71.6116,40.0201,87.959,113.4402,234.3764,103.344,123.2892,52.1485,64.6389,85.4004,64.0865
2018/12/24,144.314,87.9018,285.8343,112.9343,38.8874,95.9259,99.1384,153.1918,153.947,101.586,42.3206,119.4722,88.7804,44.5484,166.2673,171.247,69.2632,92.5058,67.3863,38.703,84.4685,110.0876,229.0662,99.3341,120.7789,50.3729,62.7168,84.1164,61.631
2018/12/25,144.314,87.9018,285.8343,112.9343,38.8874,95.9259,99.1384,153.1918,153.947,101.586,42.3206,119.4722,88.7804,44.5484,166.2673,171.247,69.2632,92.5058,67.3863,38.703,84.4685,110.0876,229.0662,99.3341,120.7789,50.3729,62.7168,84.1164,61.631
2018/12/26,154.4769,92.1643,305.0448,120.4761,41.0017,102.005,104.5522,159.6389,163.8182,105.1935,44.8449,123.2361,92.4611,45.4983,169.9289,178.5716,72.0376,98.8249,72.2449,40.2683,87.1081,114.5251,239.3031,103.1786,129.2125,51.6927,65.081,88.6153,64.5757
2018/12/27,153.4743,92.9893,308.1639,122.3205,41.4264,103.8382,105.2339,162.0688,165.8041,107.4506,45.0099,123.9169,93.5017,46.0702,171.5693,182.8284,73.381,99.4342,72.898,40.8982,88.9742,115.9913,241.8795,102.9352,130.9786,52.3669,65.696,89.7719,64.8579
2018/12/28,153.553,92.734,307.4254,121.2969,41.2913,103.2018,106.0045,159.7369,165.7068,106.7423,45.3886,123.7807,93.2993,45.7503,171.4229,181.5533,73.3713,98.6578,72.5714,41.0032,88.162,115.571,242.145,102.5264,129.917,52.4808,65.3981,90.3012,64.1335
2019/1/2,155.214,93.9715,314.6451,122.0405,41.4651,105.1395,107.6543,168.5551,167.8387,108.801,45.7089,124.2476,95.6889,45.4886,171.9111,183.0681,73.5854,99.3752,73.2839,41.28,88.2587,114.7206,239.4407,105.4074,131.8815,53.193,65.3885,91.4871,65.5635
2019/1/3,139.7535,92.1372,302.1005,117.3377,39.9571,103.1258,105.0462,166.086,164.1394,106.6289,43.1944,122.2732,94.329,45.2075,170.7784,176.1748,72.0765,95.7194,71.9876,40.1251,87.6399,112.6583,232.9111,100.7161,127.1289,53.3829,64.7062,91.0167,64.5569
2019/1/4,145.7195,96.289,317.8226,123.7497,41.7569,105.263,108.2866,171.5141,169.0166,110.7936,45.8449,124.3254,97.8065,46.109,174.0788,183.4228,74.2474,100.1712,73.8677,41.0414,89.4287,116.0011,235.6351,104.1616,132.6058,53.5158,66.8589,91.5852,66.9371
2019/1/7,145.3952,96.8116,318.8234,123.827,42.0391,106.6308,109.2251,172.4645,172.3459,111.5775,46.0585,123.5278,97.8745,45.508,175.9731,183.0009,73.4297,100.299,74.9265,41.2609,89.0709,115.6296,236.0874,104.1129,134.997,53.8576,67.2433,92.6633,67.2852
2019/1/8,148.1669,97.285,330.8919,125.3141,42.3796,106.1653,110.0748,171.8276,173.1734,113.164,46.3497,126.397,97.6899,46.0217,176.3441,183.7679,73.9748,101.0262,75.9259,41.4518,89.3997,115.18,239.2441,105.9914,135.7312,55.4339,68.5887,93.3102,67.7744
2019/1/9,150.683,97.4625,334.0985,125.7969,42.1461,107.5901,111.3097,172.9054,174.9646,113.9762,46.6119,125.3952,97.5248,45.1397,176.0414,184.3623,73.4102,102.4708,75.7874,41.3659,87.9396,116.0011,239.5882,106.4001,137.3286,54.7359,69.4152,93.0064,68.1319
2019/1/10,151.1646,96.9004,342.63,128.3945,42.0683,107.7611,111.4381,172.4449,174.3124,115.015,47.1458,126.1538,97.5151,45.6243,177.2717,185.6087,72.5049,101.8124,75.6191,40.3828,88.1524,117.5552,240.7978,107.461,137.5866,55.2636,69.6555,93.075,67.7838
2019/1/11,149.6805,97.1864,342.9118,127.5641,42.3115,106.8967,111.2899,173.3561,174.6531,114.7033,47.5051,126.1927,97.0488,45.886,178.0724,184.276,72.9137,101.0262,75.2431,40.9269,88.7325,117.7507,243.5512,107.0133,136.9814,55.6665,68.9155,92.9574,67.4733
2019/1/14,147.4297,97.0779,340.4437,127.2744,42.0391,106.1178,111.0627,175.1099,174.069,113.6928,46.942,124.763,98.0493,45.7019,176.9495,184.2377,71.4243,100.2891,75.2926,40.4401,88.133,117.8582,243.9347,107.8893,136.0289,55.6761,67.8968,93.0652,67.3886
2019/1/15,150.4471,96.6341,342.2705,126.2025,42.8271,106.4978,110.4106,176.2759,171.791,114.9583,47.1847,125.8134,98.7681,46.109,176.7542,181.141,72.5243,103.1981,77.0638,40.7837,88.9646,119.0702,252.5982,108.0937,136.267,55.7433,68.9924,94.3394,67.4263
2019/1/16,152.2851,98.0345,342.0956,127.1392,42.7687,105.8139,109.5709,193.0991,172.3459,114.8544,46.7284,124.5296,99.5647,45.4789,175.1236,181.6587,72.6314,103.5617,76.8659,40.1919,88.3457,119.5393,257.1119,107.9087,136.267,54.7647,69.1942,94.4374,67.3981
2019/1/17,153.1893,98.1134,348.9266,129.9203,43.012,106.3458,109.6697,195.0685,170.2335,115.3927,47.0585,125.5508,99.9726,45.6146,176.8421,183.7967,73.5952,104.2889,78.3007,40.5355,88.3331,120.1649,255.45,109.758,136.2075,54.5248,69.1846,94.8197,67.859
2019/1/18,154.1329,99.0897,354.407,132.7582,43.8097,108.6349,109.6993,198.4488,174.8186,116.932,47.7575,127.107,101.5948,46.1478,178.2677,187.7754,73.858,105.8515,79.6069,40.5928,89.0932,121.2107,261.0847,110.8578,137.4179,54.7743,69.6074,95.79,68.6681
2019/1/21,154.1329,99.0897,354.407,132.7582,43.8097,108.6349,109.6993,198.4488,174.8186,116.932,47.7575,127.107,101.5948,46.1478,178.2677,187.7754,73.858,105.8515,79.6069,40.5928,89.0932,121.2107,261.0847,110.8578,137.4179,54.7743,69.6074,95.79,68.6681
2019/1/22,150.6732,98.4487,347.7703,128.5208,43.5665,106.7067,109.2647,193.6869,172.4141,115.7044,46.8643,125.2688,99.9921,46.2544,180.2205,184.324,73.8191,103.8565,79.9038,40.3446,88.1382,119.598,261.2715,108.0937,136.9714,54.6783,68.8002,95.5548,67.6332
2019/1/23,151.2825,98.3303,348.4602,128.1126,44.2281,105.8044,109.7784,192.9227,172.1999,125.4975,46.5439,125.2688,99.7395,46.7875,181.7047,184.3527,73.4394,104.8687,79.6564,40.2397,92.4262,120.2431,262.5794,113.914,135.9396,55.4171,68.9155,96.7506,67.0782
2019/1/24,150.0835,98.3402,348.1298,128.997,44.374,107.8181,109.2153,193.8045,172.5893,125.1575,48.3109,123.5473,99.7978,46.2253,182.9546,184.5732,71.2296,104.3675,79.597,39.0848,91.8999,121.5724,261.7042,112.4735,136.6242,54.7551,68.5407,96.4075,67.1723
2019/1/25,155.0567,99.3757,353.892,133.0109,44.8799,107.5426,109.7487,196.6851,175.6168,126.5174,45.6701,124.7144,100.4292,45.9151,179.664,187.8137,71.0154,105.3208,79.7652,38.7889,91.2177,122.1589,263.5923,112.7168,137.5866,54.1123,69.0885,95.0157,67.4733
2019/1/28,153.6218,98.9911,352.6968,120.8721,44.5102,106.5453,109.4721,195.6857,175.062,126.8007,45.3497,125.4536,100.9051,45.7213,179.2734,185.2252,70.9862,103.2669,79.4783,37.7294,91.1398,122.2077,262.3336,112.0063,134.9275,52.8362,68.7905,95.1333,67.0217
2019/1/29,152.0295,99.563,354.5819,122.9714,44.7145,106.2223,109.561,196.45,174.9257,126.8574,45.1847,126.7568,101.1868,45.9442,177.8771,188.8204,71.288,101.1638,79.3793,38.913,91.1593,122.0025,262.8941,114.6926,133.9453,51.1188,68.7137,94.7903,67.2757
2019/1/30,162.4184,101.2494,376.7463,126.4507,45.4442,107.3431,108.8003,198.39,177.3496,126.9046,46.1555,128.0309,101.42,46.3901,177.4865,191.0446,71.4243,104.5444,80.4282,39.6861,92.1143,123.0385,265.8737,115.9384,136.525,51.8096,68.8194,92.9182,68.0096
